"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02C7Y9W" "A243" "ITA87PB02C7Y9W" "1" " Anhellia nectandrae" "36" "0" "0" "0" "0" "ITA87PB02DAE0A" " 388" "AM999638" "Fungi" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "uncultured" "-105.918914277726"
"ITA87PB02D2C6O" "A243" "ITA87PB02D2C6O" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02DHJDS" "A243" "ITA87PB02DHJDS" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02D6MDK" "A243" "ITA87PB02D6MDK" "1" " Cladophialophora sp. 94002a" "41" "0" "0" "0" "0" "ITA87PB02D92ON" " 195" "EU139133" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Eurotiomycetes" "-218.052436653874" "Chaetothyriales" "-218.052436653874" "Herpotrichiellaceae" "-218.052436653874" "Cladophialophora" "-218.052436653874" "Cladophialophora" "-218.052436653874"
"ITA87PB02CXDMN" "A243" "ITA87PB02CXDMN" "1" " Lecanoromycetidae sp. RB-2011" "1616" "0" "0" "0" "1" "ITA87PB02CXDMN" "   1" "HQ446010" "Fungi" "-119.04127765513" "Ascomycota" "-119.04127765513" "Lecanoromycetes" "-119.04127765513" "unidentified" "-119.04127765513" "unidentified" "-119.04127765513" "unidentified" "-119.04127765513" "Lecanoromycetes" "-119.04127765513"
"ITA87PB02CW51M" "A243" "ITA87PB02CW51M" "1" " Cladophialophora sp. 94002a" "1617" "0" "0" "0" "1" "ITA87PB02CW51M" "   1" "EU139133" "Fungi" "-198.938608729362" "Ascomycota" "-198.938608729362" "Eurotiomycetes" "-198.938608729362" "Chaetothyriales" "-198.938608729362" "Herpotrichiellaceae" "-198.938608729362" "Cladophialophora" "-198.938608729362" "Cladophialophora" "-198.938608729362"
"ITA87PB02D0IUF" "A243" "ITA87PB02D0IUF" "1" " Ascomycota" "1589" "0" "0" "0" "0" "ITA87PB02DMIXL" "   2" "JX998699" "Fungi" "-121.343862748124" "Ascomycota" "-121.343862748124" "Dothideomycetes" "-121.343862748124" "Capnodiales" "-121.343862748124" "Teratosphaeriaceae" "-107.122887082052" "Devriesia" "-107.122887082052" "Capnodiales" "-121.343862748124"
"ITA87PB02DGD6T" "A243" "ITA87PB02DGD6T" "1" " Cladophialophora chaetospira" "1618" "0" "0" "0" "1" "ITA87PB02DGD6T" "   1" "KF297211" "Fungi" "-137.461958399083" "Ascomycota" "-137.461958399083" "Eurotiomycetes" "-137.461958399083" "Chaetothyriales" "-137.461958399083" "Herpotrichiellaceae" "-137.461958399083" "Cladophialophora" "-136.363346110415" "Chaetothyriales" "-137.461958399083"
"ITA87PB02D2G4I" "A243" "ITA87PB02D2G4I" "1" " Teratosphaeria fibrillosa" "14" "0" "0" "0" "0" "ITA87PB02DD3TT" "1339" "FJ265759" "Fungi" "-62.2751580264971" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Mycosphaerellaceae" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971"
"ITA87PB02C7R9M" "A243" "ITA87PB02C7R9M" "1" " Cladophialophora sp. 94002a" "1619" "0" "0" "0" "1" "ITA87PB02C7R9M" "   1" "EU139133" "Fungi" "-192.72400063094" "Ascomycota" "-192.72400063094" "Eurotiomycetes" "-192.72400063094" "Chaetothyriales" "-192.72400063094" "Herpotrichiellaceae" "-192.72400063094" "Cladophialophora" "-192.72400063094" "Cladophialophora" "-192.72400063094"
"ITA87PB02EP9XU" "A243" "ITA87PB02EP9XU" "1" " Fibulobasidium" "1620" "0" "0" "0" "1" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EV6RZ" "A243" "ITA87PB02EV6RZ" "1" " Not assigned" "106" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EXX63" "A243" "ITA87PB02EXX63" "1" " Chaetothyriales sp. 16708" "80" "0" "0" "0" "0" "ITA87PB02D9HSG" "  23" "JQ342183" "Fungi" "-87.721377085088" "Ascomycota" "-87.721377085088" "Eurotiomycetes" "-87.721377085088" "Chaetothyriales" "-87.721377085088" "Herpotrichiellaceae" "-87.721377085088" "Cladophialophora" "-87.721377085088" "Cladophialophora" "-87.721377085088"
"ITA87PB02DK1UU" "A243" "ITA87PB02DK1UU" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02CW3UA" "A243" "ITA87PB02CW3UA" "1" " Cladophialophora sp. 99003a" "1621" "0" "0" "0" "1" "ITA87PB02CW3UA" "   1" "EU292356" "Fungi" "-133.549935393655" "Ascomycota" "-133.549935393655" "Eurotiomycetes" "-133.549935393655" "Chaetothyriales" "-133.549935393655" "Herpotrichiellaceae" "-111.72805726804" "Fonsecaea" "-34.8954513388494" "Chaetothyriales" "-133.549935393655"
"ITA87PB02EOBOA" "A243" "ITA87PB02EOBOA" "1" " Ascomycota" "1450" "0" "0" "0" "0" "ITA87PB02DLL2T" "   2" "JX031074" "Fungi" "-150.872003848939" "Ascomycota" "-145.573686482391" "Dothideomycetes" "-145.573686482391" "Capnodiales" "-145.573686482391" "Teratosphaeriaceae" "-140.457690672637" "Devriesia" "-140.457690672637" "Capnodiales" "-145.573686482391"
"ITA87PB02DIE94" "A243" "ITA87PB02DIE94" "1" " Anhellia nectandrae" "36" "0" "0" "0" "0" "ITA87PB02DAE0A" " 388" "AM999638" "Fungi" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "uncultured" "-105.918914277726"
"ITA87PB02DVBXX" "A243" "ITA87PB02DVBXX" "1" " Capronia sp. 03001a" "1580" "0" "0" "0" "0" "ITA87PB02DDHO6" "   2" "EU139147" "Fungi" "-206.539511188904" "Ascomycota" "-206.539511188904" "Eurotiomycetes" "-206.539511188904" "Chaetothyriales" "-206.539511188904" "Herpotrichiellaceae" "-206.539511188904" "Capronia" "-206.539511188904" "Capronia" "-206.539511188904"
"ITA87PB02DUK1P" "A243" "ITA87PB02DUK1P" "1" " Herpotrichiellaceae" "44" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DDGP8" "A243" "ITA87PB02DDGP8" "1" " Lecanoromycetidae" "65" "0" "0" "0" "0" "ITA87PB02C7686" "  22" "FJ553177" "Fungi" "-221.048168927428" "Ascomycota" "-221.048168927428" "Eurotiomycetes" "-221.048168927428" "Chaetothyriales" "-221.048168927428" "Herpotrichiellaceae" "-221.048168927428" "Capronia" "-221.048168927428" "Chaetothyriales" "-221.048168927428"
"ITA87PB02EV795" "A243" "ITA87PB02EV795" "1" " Epicoccum nigrum" "59" "0" "0" "0" "0" "ITA87PB02C4A0L" " 104" "KF221497" "Fungi" "-157.086611947361" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Pleosporales" "-153.174588941933" "Pleosporaceae" "-153.174588941933" "Epicoccum" "-153.174588941933" "Epicoccum" "-153.174588941933"
"ITA87PB02C5YJB" "A243" "ITA87PB02C5YJB" "1" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02DSZ0W" "A243" "ITA87PB02DSZ0W" "1" " Micarea nitschkeana" "31" "0" "0" "0" "0" "ITA87PB02DAZ18" " 721" "JN904297" "Fungi" "-163.483541602577" "Ascomycota" "-148.058593132179" "Lecanoromycetes" "-148.058593132179" "Lecanorales" "-148.058593132179" "Byssolomataceae" "-148.058593132179" "Micarea" "-148.058593132179" "Micarea" "-148.058593132179"
"ITA87PB02C2Q85" "A243" "ITA87PB02C2Q85" "1" " Basidiomycota" "1576" "0" "0" "0" "0" "ITA87PB02D8G7L" "   2" "AM999659" "Fungi" "-167.395564608005" "Basidiomycota" "-92.1034037197618" "Tremellomycetes" "-92.1034037197618" "Tremellales" "-92.1034037197618" "Filobasidiaceae" "-52.2663099583031" "Filobasidium" "-52.2663099583031" "Filobasidium" "-52.2663099583031"
"ITA87PB02D8LNN" "A243" "ITA87PB02D8LNN" "1" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02DXOLQ" "A243" "ITA87PB02DXOLQ" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02DZFZZ" "A243" "ITA87PB02DZFZZ" "1" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02DVDX9" "A243" "ITA87PB02DVDX9" "1" " Epicoccum nigrum" "59" "0" "0" "0" "0" "ITA87PB02C4A0L" " 104" "KF221497" "Fungi" "-157.086611947361" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Pleosporales" "-153.174588941933" "Pleosporaceae" "-153.174588941933" "Epicoccum" "-153.174588941933" "Epicoccum" "-153.174588941933"
"ITA87PB02EFLEH" "A243" "ITA87PB02EFLEH" "1" " Not assigned" "106" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EH1AV" "A243" "ITA87PB02EH1AV" "1" " Lecanoromycetidae sp. RB-2011" "1623" "0" "0" "0" "1" "ITA87PB02EH1AV" "   1" "HQ446010" "Fungi" "-116.333227454028" "Ascomycota" "-116.333227454028" "Lecanoromycetes" "-116.333227454028" "unidentified" "-116.333227454028" "unidentified" "-116.333227454028" "unidentified" "-116.333227454028" "Lecanoromycetes" "-116.333227454028"
"ITA87PB02ES94N" "A243" "ITA87PB02ES94N" "1" " Fibulobasidium" "1624" "0" "0" "0" "1" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EWNYX" "A243" "ITA87PB02EWNYX" "1" " Ascomycota sp. AR-2010" "1625" "0" "0" "0" "1" "ITA87PB02EWNYX" "   1" "KF309963" "Fungi" "-154.496344781915" "Ascomycota" "-154.496344781915" "Dothideomycetes" "-154.496344781915" "Capnodiales" "-123.646447841119" "Mycosphaerellaceae" "-123.646447841119" "Penidiella" "-96.9317174570641" "Dothideomycetes" "-154.496344781915"
"ITA87PB02EKGFV" "A243" "ITA87PB02EKGFV" "1" " Anhellia nectandrae" "36" "0" "0" "0" "0" "ITA87PB02DAE0A" " 388" "AM999638" "Fungi" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "uncultured" "-105.918914277726"
"ITA87PB02DE2HT" "A243" "ITA87PB02DE2HT" "1" " Teratosphaeria suberosa" "153" "0" "0" "0" "0" "ITA87PB02DBAFS" "   8" "JN053107" "Fungi" "-113.519816737268" "Ascomycota" "-113.519816737268" "Dothideomycetes" "-113.519816737268" "Capnodiales" "-113.519816737268" "Teratosphaeriaceae" "-84.0970361521116" "Readeriella" "-84.0970361521116" "Capnodiales" "-113.519816737268"
"ITA87PB02ESZR7" "A243" "ITA87PB02ESZR7" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02ECQLH" "A243" "ITA87PB02ECQLH" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02C10EZ" "A243" "ITA87PB02C10EZ" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02D0BZT" "A243" "ITA87PB02D0BZT" "1" " Cladophialophora scillae" "85" "0" "0" "0" "0" "ITA87PB02D186Z" "  28" "JN904937" "Fungi" "-124.850420645444" "Ascomycota" "-115.822401830262" "Eurotiomycetes" "-115.822401830262" "Chaetothyriales" "-115.822401830262" "Herpotrichiellaceae" "-115.822401830262" "Cladophialophora" "-115.822401830262" "Chaetothyriales" "-115.822401830262"
"ITA87PB02DU2FT" "A243" "ITA87PB02DU2FT" "1" " Myelochroa aurulenta" "1626" "0" "0" "0" "1" "ITA87PB02DU2FT" "   1" "FR682248" "Fungi" "-228.466749830177" "Ascomycota" "-228.466749830177" "Lecanoromycetes" "-228.466749830177" "Lecanorales" "-228.466749830177" "Parmeliaceae" "-228.466749830177" "Parmelia" "-228.466749830177" "Parmelia" "-228.466749830177"
"ITA87PB02ENC0N" "A243" "ITA87PB02ENC0N" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02C7NQW" "A243" "ITA87PB02C7NQW" "1" " Cladophialophora chaetospira" "93" "0" "0" "0" "0" "ITA87PB02C4H82" "  22" "EU139133" "Fungi" "-202.85063173479" "Ascomycota" "-202.85063173479" "Eurotiomycetes" "-202.85063173479" "Chaetothyriales" "-202.85063173479" "Herpotrichiellaceae" "-202.85063173479" "Cladophialophora" "-202.85063173479" "Cladophialophora" "-202.85063173479"
"ITA87PB02C9VKA" "A243" "ITA87PB02C9VKA" "1" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ESRCI" "A243" "ITA87PB02ESRCI" "1" " Cladophialophora chaetospira" "41" "0" "0" "0" "0" "ITA87PB02D92ON" " 195" "EU139133" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Eurotiomycetes" "-218.052436653874" "Chaetothyriales" "-218.052436653874" "Herpotrichiellaceae" "-218.052436653874" "Cladophialophora" "-218.052436653874" "Cladophialophora" "-218.052436653874"
"ITA87PB02ES8LK" "A243" "ITA87PB02ES8LK" "1" " Anhellia nectandrae" "36" "0" "0" "0" "0" "ITA87PB02DAE0A" " 388" "AM999638" "Fungi" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "uncultured" "-105.918914277726"
"ITA87PB02D41L3" "A243" "ITA87PB02D41L3" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02EEHD3" "A243" "ITA87PB02EEHD3" "1" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02D4UDV" "A243" "ITA87PB02D4UDV" "1" " Epicoccum nigrum" "59" "0" "0" "0" "0" "ITA87PB02C4A0L" " 104" "KF221497" "Fungi" "-157.086611947361" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Pleosporales" "-153.174588941933" "Pleosporaceae" "-153.174588941933" "Epicoccum" "-153.174588941933" "Epicoccum" "-153.174588941933"
"ITA87PB02DN66I" "A243" "ITA87PB02DN66I" "1" " Fibulobasidium" "1627" "0" "0" "0" "1" "ITA87PB02DN66I" "   1" "KF823589" "Fungi" "-84.5025012602197" "Basidiomycota" "-84.5025012602197" "Tremellomycetes" "-84.5025012602197" "Tremellales" "-84.5025012602197" "Sirobasidiaceae" "-84.5025012602197" "unidentified" "-84.5025012602197" "uncultured" "-84.5025012602197"
"ITA87PB02C78P6" "A243" "ITA87PB02C78P6" "1" " Cladophialophora sp. 94002a" "41" "0" "0" "0" "0" "ITA87PB02D92ON" " 195" "EU139133" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Eurotiomycetes" "-218.052436653874" "Chaetothyriales" "-218.052436653874" "Herpotrichiellaceae" "-218.052436653874" "Cladophialophora" "-218.052436653874" "Cladophialophora" "-218.052436653874"
"ITA87PB02EH0J3" "A243" "ITA87PB02EH0J3" "1" " Venturia chlorospora" "1628" "0" "0" "0" "1" "ITA87PB02EH0J3" "   1" "KM504471" "Fungi" "-167.395564608005" "Ascomycota" "-163.483541602577" "Leotiomycetes" "-163.483541602577" "Helotiales" "-163.483541602577" "Venturiaceae" "-159.571518597149" "Fusicladium" "-159.571518597149" "Venturiaceae" "-159.571518597149"
"ITA87PB02EAXBO" "A243" "ITA87PB02EAXBO" "1" " Fibulobasidium" "1629" "0" "0" "0" "1" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C2SJP" "A243" "ITA87PB02C2SJP" "1" " Herpotrichiellaceae sp. RB-2011" "1630" "0" "0" "0" "1" "ITA87PB02C2SJP" "   1" "KF274434" "Fungi" "-90.3116442505338" "Ascomycota" "-82.8930633477856" "Eurotiomycetes" "-82.8930633477856" "Chaetothyriales" "-82.8930633477856" "Herpotrichiellaceae" "-82.8930633477856" "Sorocybe" "-69.9938435216955" "Herpotrichiellaceae" "-82.8930633477856"
"ITA87PB02DYGLV" "A243" "ITA87PB02DYGLV" "1" " Capronia sp. 96005a" "1631" "0" "0" "0" "1" "ITA87PB02DYGLV" "   1" "EF373584" "Fungi" "-175.912757799422" "Ascomycota" "-175.912757799422" "Eurotiomycetes" "-175.912757799422" "Chaetothyriales" "-175.912757799422" "Herpotrichiellaceae" "-170.902122505325" "Capronia" "-160.487809329023" "Chaetothyriales" "-175.912757799422"
"ITA87PB02EST52" "A229" "ITA87PB02EST52" "1" " Usnea glabrescens" "1633" "0" "0" "0" "1" "ITA87PB02EST52" "   1" "JQ837290" "Fungi" "-105.918914277726" "Ascomycota" "-105.918914277726" "Lecanoromycetes" "-105.918914277726" "Lecanorales" "-105.918914277726" "Parmeliaceae" "-105.918914277726" "Usnea" "-105.918914277726" "Usnea" "-105.918914277726"
"ITA87PB02DZT5O" "A229" "ITA87PB02DZT5O" "1" " Bryoria sp. Wang 04-23182" "78" "0" "0" "0" "0" "ITA87PB02CXQBE" "  36" "AF410823" "Fungi" "-59.8672124178452" "Ascomycota" "-59.8672124178452" "Lecanoromycetes" "-59.8672124178452" "Lecanorales" "-59.8672124178452" "Parmeliaceae" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452"
"ITA87PB02ECEW9" "A229" "ITA87PB02ECEW9" "1" " Tephromela cf. atra LM-2014" "1654" "0" "0" "0" "1" "ITA87PB02ECEW9" "   1" "AY541279" "Fungi" "-183.513660258964" "Ascomycota" "-183.513660258964" "Lecanoromycetes" "-183.513660258964" "Lecanorales" "-183.513660258964" "Tephromelataceae" "-183.513660258964" "Tephromela" "-183.513660258964" "Tephromela" "-183.513660258964"
"ITA87PB02C7IEO" "A229" "ITA87PB02C7IEO" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02EB20Q" "A229" "ITA87PB02EB20Q" "1" " Parmelina tiliacea" "78" "0" "0" "0" "0" "ITA87PB02CXQBE" "  36" "AF410823" "Fungi" "-59.8672124178452" "Ascomycota" "-59.8672124178452" "Lecanoromycetes" "-59.8672124178452" "Lecanorales" "-59.8672124178452" "Parmeliaceae" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452"
"ITA87PB02D8K0P" "A229" "ITA87PB02D8K0P" "1" " Flagellospora curvula" "1658" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02C1GK7" "A229" "ITA87PB02C1GK7" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02C77HL" "A229" "ITA87PB02C77HL" "1" " Bagliettoa marmorea" "17" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Ascomycota" NA "Eurotiomycetes" NA "Verrucariales" NA "Verrucariaceae" NA "Endococcus?" NA "Endococcus macrosporus" NA
"ITA87PB02C45G9" "A229" "ITA87PB02C45G9" "1" " Rhizoplaca macleanii" "1682" "0" "0" "0" "1" "ITA87PB02C45G9" "   1" "KM369228" "Fungi" "-55.6187171757958" "Ascomycota" "-55.6187171757958" "Lecanoromycetes" "-55.6187171757958" "Lecanorales" "-55.6187171757958" "Parmeliaceae" "-55.6187171757958" "Usnea" "-54.163429943189" "Usnea" "-54.163429943189"
"ITA87PB02C6VLQ" "A229" "ITA87PB02C6VLQ" "1" " Micarea nitschkeana" "1703" "0" "0" "0" "1" "ITA87PB02C6VLQ" "   1" "JN904297" "Fungi" "-184.206807439524" "Ascomycota" "-161.180956509583" "Lecanoromycetes" "-161.180956509583" "Lecanorales" "-161.180956509583" "Byssolomataceae" "-161.180956509583" "Micarea" "-161.180956509583" "Micarea" "-161.180956509583"
"ITA87PB02D133E" "A229" "ITA87PB02D133E" "1" " Bryoria sp. Wang 04-23182" "1707" "0" "0" "0" "1" "ITA87PB02D133E" "   1" "AF451791" "Fungi" "-55.7728678556231" "Ascomycota" "-55.7728678556231" "Lecanoromycetes" "-55.7728678556231" "Lecanorales" "-55.7728678556231" "Parmeliaceae" "-55.7728678556231" "Tuckermanella" "-55.7728678556231" "Tuckermanella" "-55.7728678556231"
"ITA87PB02C7Q7Q" "A229" "ITA87PB02C7Q7Q" "1" " Parmelina tiliacea" "1719" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EEHG5" "A229" "ITA87PB02EEHG5" "1" " Bryoria sp. Wang 04-23182" "1734" "0" "0" "0" "1" "ITA87PB02EEHG5" "   1" "AF451791" "Fungi" "-56.8714801442912" "Ascomycota" "-56.8714801442912" "Lecanoromycetes" "-56.8714801442912" "Lecanorales" "-56.8714801442912" "Parmeliaceae" "-56.8714801442912" "Tuckermanella" "-56.8714801442912" "Tuckermanella" "-56.8714801442912"
"ITA87PB02EJL0B" "A229" "ITA87PB02EJL0B" "1" " Tephromela cf. atra LM-2014" "1738" "0" "0" "0" "1" "ITA87PB02EJL0B" "   1" "AY541279" "Fungi" "-193.927973435266" "Ascomycota" "-193.927973435266" "Lecanoromycetes" "-193.927973435266" "Lecanorales" "-193.927973435266" "Tephromelataceae" "-193.927973435266" "Tephromela" "-193.927973435266" "Tephromela" "-193.927973435266"
"ITA87PB02EIGX8" "A229" "ITA87PB02EIGX8" "1" " Fibulobasidium" "1743" "0" "0" "0" "1" "ITA87PB02EIGX8" "   1" "KF823589" "Fungi" "-58.7686001291771" "Basidiomycota" "-58.7686001291771" "Tremellomycetes" "-58.7686001291771" "Tremellales" "-58.7686001291771" "Sirobasidiaceae" "-58.7686001291771" "unidentified" "-58.7686001291771" "uncultured" "-58.7686001291771"
"ITA87PB02EO2YQ" "A229" "ITA87PB02EO2YQ" "1" " Parmelina tiliacea" "78" "0" "0" "0" "0" "ITA87PB02CXQBE" "  36" "AF410823" "Fungi" "-59.8672124178452" "Ascomycota" "-59.8672124178452" "Lecanoromycetes" "-59.8672124178452" "Lecanorales" "-59.8672124178452" "Parmeliaceae" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452" "Parmeliopsis" "-59.8672124178452"
